P_ID,STIMULI,POOL,DEPTH,LOC,ORDER,FIRST,FIRST_IT,ITEM,SAME
p122,4,prolific,2,C,m,A,I16,I14,0
p125,1,prolific,2,C,m,A,I16,I14,1
p127,4,prolific,3,C,m,B,I16,I14,1
p129,1,prolific,2,C,m,X,I16,I14,0
p132,1,prolific,3,C,m,A,I16,I14,1
p136,2,prolific,2,C,m,X,I16,I14,1
p138,4,prolific,3,C,m,A,I16,I14,0
p141,4,prolific,2,C,m,X,I16,I14,1
p142,1,prolific,3,C,m,A,I16,I14,1
p145,2,prolific,2,C,m,X,I16,I14,1
p147,2,prolific,3,C,m,A,I16,I14,0
p150,3,prolific,2,C,m,A,I16,I14,1
p156,3,prolific,2,C,m,X,I16,I14,1
r001,4,rep,3,C,m,B,I16,I14,1
r002,4,rep,3,C,m,X,I16,I14,1
r003,4,rep,3,C,m,B,I16,I14,1
r005,4,rep,3,C,m,B,I16,I14,1
r010,2,rep,3,C,m,B,I16,I14,1
r011,2,rep,3,C,m,X,I16,I14,1
r015,2,rep,2,C,m,B,I16,I14,1
r022,2,rep,2,C,m,B,I16,I14,1
r023,4,rep,3,C,m,B,I16,I14,1
r028,4,rep,3,C,m,B,I16,I14,1
r032,4,rep,2,C,m,X,I16,I14,1
r034,3,rep,3,C,m,B,I16,I14,0
r037,2,rep,2,C,m,X,I16,I14,1
r038,2,rep,3,C,m,B,I16,I14,1
r042,2,rep,2,C,m,B,I16,I14,1
r043,2,rep,3,C,m,X,I16,I14,1
r046,1,rep,2,C,m,A,I16,I14,1
r049,2,rep,2,C,m,B,I16,I14,0
r052,4,rep,3,C,m,A,I16,I14,1
r054,3,rep,2,C,m,X,I16,I14,1
r055,4,rep,3,C,m,X,I16,I14,1
r058,4,rep,2,C,m,B,I16,I14,1
r059,4,rep,3,C,m,X,I16,I14,1
r063,2,rep,2,C,m,B,I16,I14,1
r067,1,rep,2,C,m,X,I16,I14,1
r068,4,rep,3,C,m,B,I16,I14,1
r075,4,rep,3,C,m,X,I16,I14,1
r077,2,rep,2,C,m,X,I16,I14,1
r078,2,rep,2,C,m,X,I16,I14,1
p002,2,prolific,2,C,m,X,I16,I15,1
p003,2,prolific,3,C,m,B,I16,I15,1
p008,2,prolific,2,C,m,A,I16,I15,0
p013,4,prolific,3,C,m,X,I16,I15,1
p017,2,prolific,3,C,m,X,I16,I15,1
p020,1,prolific,2,C,m,X,I16,I15,1
p021,1,prolific,3,C,m,B,I16,I15,1
p024,4,prolific,2,C,m,X,I16,I15,1
p033,3,prolific,3,C,m,B,I16,I15,1
p035,3,prolific,2,C,m,B,I16,I15,0
p037,1,prolific,3,C,m,B,I16,I15,1
p041,1,prolific,2,C,m,X,I16,I15,1
p042,2,prolific,3,C,m,B,I16,I15,1
p045,1,prolific,2,C,m,B,I16,I15,0
p049,1,prolific,3,C,m,B,I16,I15,0
p053,4,prolific,2,C,m,B,I16,I15,1
p054,3,prolific,3,C,m,A,I16,I15,1
p061,3,prolific,2,C,m,X,I16,I15,1
p062,1,prolific,2,C,m,A,I16,I15,1
p066,3,prolific,3,C,m,B,I16,I15,1
p069,1,prolific,2,C,m,X,I16,I15,1
p075,3,prolific,3,C,m,X,I16,I15,0
p079,2,prolific,2,C,m,X,I16,I15,1
p085,4,prolific,3,C,m,X,I16,I15,1
p089,3,prolific,2,C,m,X,I16,I15,1
p090,2,prolific,3,C,m,B,I16,I15,1
p095,3,prolific,2,C,m,A,I16,I15,1
p097,1,prolific,3,C,m,A,I16,I15,1
p102,2,prolific,3,C,m,X,I16,I15,1
p105,1,prolific,2,C,m,X,I16,I15,1
p106,4,prolific,3,C,m,B,I16,I15,1
p112,3,prolific,2,C,m,A,I16,I15,1
p116,1,prolific,2,C,m,B,I16,I15,1
p122,4,prolific,2,C,m,A,I16,I15,0
p125,1,prolific,2,C,m,A,I16,I15,1
p127,4,prolific,3,C,m,B,I16,I15,1
p129,1,prolific,2,C,m,X,I16,I15,1
p132,1,prolific,3,C,m,A,I16,I15,1
p136,2,prolific,2,C,m,X,I16,I15,1
p138,4,prolific,3,C,m,A,I16,I15,1
p141,4,prolific,2,C,m,X,I16,I15,1
p142,1,prolific,3,C,m,A,I16,I15,1
p145,2,prolific,2,C,m,X,I16,I15,1
p147,2,prolific,3,C,m,A,I16,I15,1
p150,3,prolific,2,C,m,A,I16,I15,1
p156,3,prolific,2,C,m,X,I16,I15,1
r001,4,rep,3,C,m,B,I16,I15,1
r002,4,rep,3,C,m,X,I16,I15,1
r003,4,rep,3,C,m,B,I16,I15,1
r005,4,rep,3,C,m,B,I16,I15,1
r010,2,rep,3,C,m,B,I16,I15,1
r011,2,rep,3,C,m,X,I16,I15,1
r015,2,rep,2,C,m,B,I16,I15,1
r022,2,rep,2,C,m,B,I16,I15,1
r023,4,rep,3,C,m,B,I16,I15,1
r028,4,rep,3,C,m,B,I16,I15,1
r032,4,rep,2,C,m,X,I16,I15,1
r034,3,rep,3,C,m,B,I16,I15,1
r037,2,rep,2,C,m,X,I16,I15,1
r038,2,rep,3,C,m,B,I16,I15,1
r042,2,rep,2,C,m,B,I16,I15,1
r043,2,rep,3,C,m,X,I16,I15,1
r046,1,rep,2,C,m,A,I16,I15,1
r049,2,rep,2,C,m,B,I16,I15,0
r052,4,rep,3,C,m,A,I16,I15,1
r054,3,rep,2,C,m,X,I16,I15,1
r055,4,rep,3,C,m,X,I16,I15,1
r058,4,rep,2,C,m,B,I16,I15,1
r059,4,rep,3,C,m,X,I16,I15,1
r063,2,rep,2,C,m,B,I16,I15,1
r067,1,rep,2,C,m,X,I16,I15,1
r068,4,rep,3,C,m,B,I16,I15,1
r075,4,rep,3,C,m,X,I16,I15,1
r077,2,rep,2,C,m,X,I16,I15,1
r078,2,rep,2,C,m,X,I16,I15,1
p002,2,prolific,2,C,m,X,I16,I17,1
p003,2,prolific,3,C,m,B,I16,I17,1
p008,2,prolific,2,C,m,A,I16,I17,0
p013,4,prolific,3,C,m,X,I16,I17,1
p017,2,prolific,3,C,m,X,I16,I17,0
p020,1,prolific,2,C,m,X,I16,I17,1
p021,1,prolific,3,C,m,B,I16,I17,1
p024,4,prolific,2,C,m,X,I16,I17,1
p033,3,prolific,3,C,m,B,I16,I17,1
p035,3,prolific,2,C,m,B,I16,I17,0
p037,1,prolific,3,C,m,B,I16,I17,1
p041,1,prolific,2,C,m,X,I16,I17,1
p042,2,prolific,3,C,m,B,I16,I17,1
p045,1,prolific,2,C,m,B,I16,I17,1
p049,1,prolific,3,C,m,B,I16,I17,0
p053,4,prolific,2,C,m,B,I16,I17,1
p054,3,prolific,3,C,m,A,I16,I17,1
p061,3,prolific,2,C,m,X,I16,I17,1
p062,1,prolific,2,C,m,A,I16,I17,1
p066,3,prolific,3,C,m,B,I16,I17,1
p069,1,prolific,2,C,m,X,I16,I17,1
p075,3,prolific,3,C,m,X,I16,I17,0
p079,2,prolific,2,C,m,X,I16,I17,1
p085,4,prolific,3,C,m,X,I16,I17,1
p089,3,prolific,2,C,m,X,I16,I17,1
p090,2,prolific,3,C,m,B,I16,I17,1
p095,3,prolific,2,C,m,A,I16,I17,1
p097,1,prolific,3,C,m,A,I16,I17,1
p102,2,prolific,3,C,m,X,I16,I17,1
p105,1,prolific,2,C,m,X,I16,I17,1
p106,4,prolific,3,C,m,B,I16,I17,1
p112,3,prolific,2,C,m,A,I16,I17,1
p116,1,prolific,2,C,m,B,I16,I17,0
p122,4,prolific,2,C,m,A,I16,I17,0
p125,1,prolific,2,C,m,A,I16,I17,1
p127,4,prolific,3,C,m,B,I16,I17,1
p129,1,prolific,2,C,m,X,I16,I17,1
p132,1,prolific,3,C,m,A,I16,I17,1
p136,2,prolific,2,C,m,X,I16,I17,1
p138,4,prolific,3,C,m,A,I16,I17,0
p141,4,prolific,2,C,m,X,I16,I17,1
p142,1,prolific,3,C,m,A,I16,I17,1
p145,2,prolific,2,C,m,X,I16,I17,1
p147,2,prolific,3,C,m,A,I16,I17,1
p150,3,prolific,2,C,m,A,I16,I17,1
p156,3,prolific,2,C,m,X,I16,I17,1
r001,4,rep,3,C,m,B,I16,I17,1
r002,4,rep,3,C,m,X,I16,I17,1
r003,4,rep,3,C,m,B,I16,I17,1
r005,4,rep,3,C,m,B,I16,I17,1
r010,2,rep,3,C,m,B,I16,I17,1
r011,2,rep,3,C,m,X,I16,I17,1
r015,2,rep,2,C,m,B,I16,I17,1
r022,2,rep,2,C,m,B,I16,I17,1
r023,4,rep,3,C,m,B,I16,I17,1
r028,4,rep,3,C,m,B,I16,I17,1
r032,4,rep,2,C,m,X,I16,I17,1
r034,3,rep,3,C,m,B,I16,I17,1
r037,2,rep,2,C,m,X,I16,I17,1
r038,2,rep,3,C,m,B,I16,I17,1
r042,2,rep,2,C,m,B,I16,I17,1
r043,2,rep,3,C,m,X,I16,I17,1
r046,1,rep,2,C,m,A,I16,I17,1
r049,2,rep,2,C,m,B,I16,I17,0
r052,4,rep,3,C,m,A,I16,I17,1
r054,3,rep,2,C,m,X,I16,I17,1
r055,4,rep,3,C,m,X,I16,I17,1
r058,4,rep,2,C,m,B,I16,I17,1
r059,4,rep,3,C,m,X,I16,I17,1
r063,2,rep,2,C,m,B,I16,I17,1
r067,1,rep,2,C,m,X,I16,I17,1
r068,4,rep,3,C,m,B,I16,I17,1
r075,4,rep,3,C,m,X,I16,I17,1
r077,2,rep,2,C,m,X,I16,I17,1
r078,2,rep,2,C,m,X,I16,I17,1
p002,2,prolific,2,C,m,X,I16,I18,1
p003,2,prolific,3,C,m,B,I16,I18,1
p008,2,prolific,2,C,m,A,I16,I18,0
p013,4,prolific,3,C,m,X,I16,I18,1
p017,2,prolific,3,C,m,X,I16,I18,1
p020,1,prolific,2,C,m,X,I16,I18,1
p021,1,prolific,3,C,m,B,I16,I18,1
p024,4,prolific,2,C,m,X,I16,I18,1
p033,3,prolific,3,C,m,B,I16,I18,1
p035,3,prolific,2,C,m,B,I16,I18,0
p037,1,prolific,3,C,m,B,I16,I18,1
p041,1,prolific,2,C,m,X,I16,I18,1
p042,2,prolific,3,C,m,B,I16,I18,1
p045,1,prolific,2,C,m,B,I16,I18,1
p049,1,prolific,3,C,m,B,I16,I18,0
p053,4,prolific,2,C,m,B,I16,I18,1
p054,3,prolific,3,C,m,A,I16,I18,1
p061,3,prolific,2,C,m,X,I16,I18,1
p062,1,prolific,2,C,m,A,I16,I18,0
p066,3,prolific,3,C,m,B,I16,I18,1
p069,1,prolific,2,C,m,X,I16,I18,1
p075,3,prolific,3,C,m,X,I16,I18,0
p079,2,prolific,2,C,m,X,I16,I18,1
p085,4,prolific,3,C,m,X,I16,I18,0
p089,3,prolific,2,C,m,X,I16,I18,1
p090,2,prolific,3,C,m,B,I16,I18,1
p095,3,prolific,2,C,m,A,I16,I18,1
p097,1,prolific,3,C,m,A,I16,I18,1
p102,2,prolific,3,C,m,X,I16,I18,1
p105,1,prolific,2,C,m,X,I16,I18,1
p106,4,prolific,3,C,m,B,I16,I18,1
p112,3,prolific,2,C,m,A,I16,I18,1
p116,1,prolific,2,C,m,B,I16,I18,0
p122,4,prolific,2,C,m,A,I16,I18,0
p125,1,prolific,2,C,m,A,I16,I18,1
p127,4,prolific,3,C,m,B,I16,I18,1
p129,1,prolific,2,C,m,X,I16,I18,1
p132,1,prolific,3,C,m,A,I16,I18,0
p136,2,prolific,2,C,m,X,I16,I18,1
p138,4,prolific,3,C,m,A,I16,I18,0
p141,4,prolific,2,C,m,X,I16,I18,1
p142,1,prolific,3,C,m,A,I16,I18,1
p145,2,prolific,2,C,m,X,I16,I18,1
p147,2,prolific,3,C,m,A,I16,I18,1
p150,3,prolific,2,C,m,A,I16,I18,0
p156,3,prolific,2,C,m,X,I16,I18,1
r001,4,rep,3,C,m,B,I16,I18,1
r002,4,rep,3,C,m,X,I16,I18,1
r003,4,rep,3,C,m,B,I16,I18,1
r005,4,rep,3,C,m,B,I16,I18,1
r010,2,rep,3,C,m,B,I16,I18,1
r011,2,rep,3,C,m,X,I16,I18,0
r015,2,rep,2,C,m,B,I16,I18,1
r022,2,rep,2,C,m,B,I16,I18,1
r023,4,rep,3,C,m,B,I16,I18,1
r028,4,rep,3,C,m,B,I16,I18,1
r032,4,rep,2,C,m,X,I16,I18,1
r034,3,rep,3,C,m,B,I16,I18,1
r037,2,rep,2,C,m,X,I16,I18,1
r038,2,rep,3,C,m,B,I16,I18,1
r042,2,rep,2,C,m,B,I16,I18,1
r043,2,rep,3,C,m,X,I16,I18,1
r046,1,rep,2,C,m,A,I16,I18,1
r049,2,rep,2,C,m,B,I16,I18,1
r052,4,rep,3,C,m,A,I16,I18,1
r054,3,rep,2,C,m,X,I16,I18,1
r055,4,rep,3,C,m,X,I16,I18,1
r058,4,rep,2,C,m,B,I16,I18,1
r059,4,rep,3,C,m,X,I16,I18,1
r063,2,rep,2,C,m,B,I16,I18,1
r067,1,rep,2,C,m,X,I16,I18,1
r068,4,rep,3,C,m,B,I16,I18,1
r075,4,rep,3,C,m,X,I16,I18,1
r077,2,rep,2,C,m,X,I16,I18,1
r078,2,rep,2,C,m,X,I16,I18,1
p002,2,prolific,2,C,m,X,I16,I19,0
p003,2,prolific,3,C,m,B,I16,I19,1
p008,2,prolific,2,C,m,A,I16,I19,0
p013,4,prolific,3,C,m,X,I16,I19,0
p017,2,prolific,3,C,m,X,I16,I19,0
p020,1,prolific,2,C,m,X,I16,I19,1
p021,1,prolific,3,C,m,B,I16,I19,0
p024,4,prolific,2,C,m,X,I16,I19,0
p033,3,prolific,3,C,m,B,I16,I19,1
p035,3,prolific,2,C,m,B,I16,I19,1
p037,1,prolific,3,C,m,B,I16,I19,1
p041,1,prolific,2,C,m,X,I16,I19,1
p042,2,prolific,3,C,m,B,I16,I19,1
p045,1,prolific,2,C,m,B,I16,I19,1
p049,1,prolific,3,C,m,B,I16,I19,0
p053,4,prolific,2,C,m,B,I16,I19,1
p054,3,prolific,3,C,m,A,I16,I19,1
p061,3,prolific,2,C,m,X,I16,I19,0
p062,1,prolific,2,C,m,A,I16,I19,0
p066,3,prolific,3,C,m,B,I16,I19,1
p069,1,prolific,2,C,m,X,I16,I19,1
p075,3,prolific,3,C,m,X,I16,I19,0
p079,2,prolific,2,C,m,X,I16,I19,1
p085,4,prolific,3,C,m,X,I16,I19,0
p089,3,prolific,2,C,m,X,I16,I19,1
p090,2,prolific,3,C,m,B,I16,I19,1
p095,3,prolific,2,C,m,A,I16,I19,0
p097,1,prolific,3,C,m,A,I16,I19,0
p102,2,prolific,3,C,m,X,I16,I19,0
p105,1,prolific,2,C,m,X,I16,I19,1
p106,4,prolific,3,C,m,B,I16,I19,1
p112,3,prolific,2,C,m,A,I16,I19,1
p116,1,prolific,2,C,m,B,I16,I19,1
p122,4,prolific,2,C,m,A,I16,I19,0
p125,1,prolific,2,C,m,A,I16,I19,0
p127,4,prolific,3,C,m,B,I16,I19,1
p129,1,prolific,2,C,m,X,I16,I19,1
p132,1,prolific,3,C,m,A,I16,I19,0
p136,2,prolific,2,C,m,X,I16,I19,0
p138,4,prolific,3,C,m,A,I16,I19,0
p141,4,prolific,2,C,m,X,I16,I19,1
p142,1,prolific,3,C,m,A,I16,I19,1
p145,2,prolific,2,C,m,X,I16,I19,0
p147,2,prolific,3,C,m,A,I16,I19,1
p150,3,prolific,2,C,m,A,I16,I19,0
p156,3,prolific,2,C,m,X,I16,I19,1
r001,4,rep,3,C,m,B,I16,I19,1
r002,4,rep,3,C,m,X,I16,I19,1
r003,4,rep,3,C,m,B,I16,I19,1
r005,4,rep,3,C,m,B,I16,I19,1
r010,2,rep,3,C,m,B,I16,I19,1
r011,2,rep,3,C,m,X,I16,I19,0
r015,2,rep,2,C,m,B,I16,I19,1
r022,2,rep,2,C,m,B,I16,I19,1
r023,4,rep,3,C,m,B,I16,I19,1
r028,4,rep,3,C,m,B,I16,I19,1
r032,4,rep,2,C,m,X,I16,I19,1
r034,3,rep,3,C,m,B,I16,I19,1
r037,2,rep,2,C,m,X,I16,I19,1
r038,2,rep,3,C,m,B,I16,I19,1
r042,2,rep,2,C,m,B,I16,I19,1
r043,2,rep,3,C,m,X,I16,I19,1
r046,1,rep,2,C,m,A,I16,I19,0
r049,2,rep,2,C,m,B,I16,I19,1
r052,4,rep,3,C,m,A,I16,I19,1
r054,3,rep,2,C,m,X,I16,I19,1
r055,4,rep,3,C,m,X,I16,I19,1
r058,4,rep,2,C,m,B,I16,I19,1
r059,4,rep,3,C,m,X,I16,I19,1
r063,2,rep,2,C,m,B,I16,I19,0
r067,1,rep,2,C,m,X,I16,I19,1
r068,4,rep,3,C,m,B,I16,I19,1
r075,4,rep,3,C,m,X,I16,I19,1
r077,2,rep,2,C,m,X,I16,I19,1
r078,2,rep,2,C,m,X,I16,I19,1
p002,2,prolific,2,C,m,X,I16,I20,1
p003,2,prolific,3,C,m,B,I16,I20,1
p008,2,prolific,2,C,m,A,I16,I20,0
p013,4,prolific,3,C,m,X,I16,I20,0
p017,2,prolific,3,C,m,X,I16,I20,0
p020,1,prolific,2,C,m,X,I16,I20,1
p021,1,prolific,3,C,m,B,I16,I20,0
p024,4,prolific,2,C,m,X,I16,I20,0
p033,3,prolific,3,C,m,B,I16,I20,1
p035,3,prolific,2,C,m,B,I16,I20,0
p037,1,prolific,3,C,m,B,I16,I20,1
p041,1,prolific,2,C,m,X,I16,I20,1
p042,2,prolific,3,C,m,B,I16,I20,1
p045,1,prolific,2,C,m,B,I16,I20,1
p049,1,prolific,3,C,m,B,I16,I20,0
p053,4,prolific,2,C,m,B,I16,I20,1
p054,3,prolific,3,C,m,A,I16,I20,1
p061,3,prolific,2,C,m,X,I16,I20,0
p062,1,prolific,2,C,m,A,I16,I20,0
p066,3,prolific,3,C,m,B,I16,I20,1
p069,1,prolific,2,C,m,X,I16,I20,1
p075,3,prolific,3,C,m,X,I16,I20,0
p079,2,prolific,2,C,m,X,I16,I20,1
p085,4,prolific,3,C,m,X,I16,I20,0
p089,3,prolific,2,C,m,X,I16,I20,0
p090,2,prolific,3,C,m,B,I16,I20,1
p095,3,prolific,2,C,m,A,I16,I20,0
p097,1,prolific,3,C,m,A,I16,I20,0
p102,2,prolific,3,C,m,X,I16,I20,0
p105,1,prolific,2,C,m,X,I16,I20,1
p106,4,prolific,3,C,m,B,I16,I20,1
p112,3,prolific,2,C,m,A,I16,I20,1
p116,1,prolific,2,C,m,B,I16,I20,1
p122,4,prolific,2,C,m,A,I16,I20,0
p125,1,prolific,2,C,m,A,I16,I20,0
p127,4,prolific,3,C,m,B,I16,I20,1
p129,1,prolific,2,C,m,X,I16,I20,1
p132,1,prolific,3,C,m,A,I16,I20,0
p136,2,prolific,2,C,m,X,I16,I20,0
p138,4,prolific,3,C,m,A,I16,I20,0
p141,4,prolific,2,C,m,X,I16,I20,1
p142,1,prolific,3,C,m,A,I16,I20,0
p145,2,prolific,2,C,m,X,I16,I20,1
p147,2,prolific,3,C,m,A,I16,I20,1
p150,3,prolific,2,C,m,A,I16,I20,0
p156,3,prolific,2,C,m,X,I16,I20,1
r001,4,rep,3,C,m,B,I16,I20,1
r002,4,rep,3,C,m,X,I16,I20,0
r003,4,rep,3,C,m,B,I16,I20,1
r005,4,rep,3,C,m,B,I16,I20,1
r010,2,rep,3,C,m,B,I16,I20,1
r011,2,rep,3,C,m,X,I16,I20,0
r015,2,rep,2,C,m,B,I16,I20,1
r022,2,rep,2,C,m,B,I16,I20,1
r023,4,rep,3,C,m,B,I16,I20,1
r028,4,rep,3,C,m,B,I16,I20,1
r032,4,rep,2,C,m,X,I16,I20,1
r034,3,rep,3,C,m,B,I16,I20,1
r037,2,rep,2,C,m,X,I16,I20,0
r038,2,rep,3,C,m,B,I16,I20,1
r042,2,rep,2,C,m,B,I16,I20,1
r043,2,rep,3,C,m,X,I16,I20,1
r046,1,rep,2,C,m,A,I16,I20,0
r049,2,rep,2,C,m,B,I16,I20,1
r052,4,rep,3,C,m,A,I16,I20,1
r054,3,rep,2,C,m,X,I16,I20,1
r055,4,rep,3,C,m,X,I16,I20,1
r058,4,rep,2,C,m,B,I16,I20,1
r059,4,rep,3,C,m,X,I16,I20,1
r063,2,rep,2,C,m,B,I16,I20,1
r067,1,rep,2,C,m,X,I16,I20,1
r068,4,rep,3,C,m,B,I16,I20,1
r075,4,rep,3,C,m,X,I16,I20,1
r077,2,rep,2,C,m,X,I16,I20,1
r078,2,rep,2,C,m,X,I16,I20,1
p001,3,prolific,2,C,b,B,I20,I12,1
p006,4,prolific,3,C,b,X,I20,I12,1
p010,3,prolific,2,C,b,X,I20,I12,1
p012,2,prolific,3,C,b,A,I20,I12,0
p016,4,prolific,3,C,b,A,I20,I12,1
p025,1,prolific,2,C,b,X,I20,I12,0
p029,1,prolific,3,C,b,X,I20,I12,0
p030,3,prolific,2,C,b,X,I20,I12,0
p034,3,prolific,3,C,b,B,I20,I12,1
p036,2,prolific,2,C,b,B,I20,I12,0
p040,1,prolific,3,C,b,B,I20,I12,0
p043,3,prolific,2,C,b,B,I20,I12,0
p044,4,prolific,2,C,b,B,I20,I12,1
p048,2,prolific,3,C,b,B,I20,I12,0
p050,4,prolific,2,C,b,B,I20,I12,1
p052,3,prolific,3,C,b,B,I20,I12,0
p058,1,prolific,3,C,b,B,I20,I12,0
p059,1,prolific,3,C,b,A,I20,I12,0
p063,3,prolific,2,C,b,X,I20,I12,0
p064,2,prolific,2,C,b,B,I20,I12,0
p067,3,prolific,3,C,b,B,I20,I12,0
p076,4,prolific,2,C,b,B,I20,I12,1
p078,4,prolific,3,C,b,B,I20,I12,1
p082,1,prolific,2,C,b,B,I20,I12,0
p083,1,prolific,3,C,b,X,I20,I12,0
p084,1,prolific,2,C,b,X,I20,I12,0
p088,3,prolific,3,C,b,B,I20,I12,1
p091,3,prolific,2,C,b,B,I20,I12,0
p098,2,prolific,2,C,b,B,I20,I12,0
p099,4,prolific,3,C,b,X,I20,I12,1
p100,2,prolific,2,C,b,B,I20,I12,0
p104,2,prolific,3,C,b,B,I20,I12,0
p109,4,prolific,2,C,b,B,I20,I12,0
p111,3,prolific,2,C,b,B,I20,I12,0
p115,1,prolific,3,C,b,B,I20,I12,0
p117,1,prolific,2,C,b,X,I20,I12,0
p120,1,prolific,3,C,b,X,I20,I12,0
p124,2,prolific,3,C,b,B,I20,I12,0
p130,1,prolific,3,C,b,X,I20,I12,0
p131,3,prolific,2,C,b,X,I20,I12,1
p134,3,prolific,3,C,b,B,I20,I12,1
p137,1,prolific,2,C,b,X,I20,I12,0
p140,3,prolific,2,C,b,X,I20,I12,1
p146,2,prolific,2,C,b,B,I20,I12,0
p151,1,prolific,2,C,b,B,I20,I12,0
p153,4,prolific,3,C,b,B,I20,I12,1
p155,3,prolific,3,C,b,B,I20,I12,0
p157,2,prolific,2,C,b,B,I20,I12,0
r004,2,rep,2,C,b,B,I20,I12,0
r009,2,rep,2,C,b,B,I20,I12,0
r012,2,rep,3,C,b,B,I20,I12,0
r016,4,rep,3,C,b,X,I20,I12,0
r018,2,rep,2,C,b,B,I20,I12,0
r020,4,rep,3,C,b,B,I20,I12,0
r021,2,rep,2,C,b,B,I20,I12,0
r026,4,rep,3,C,b,X,I20,I12,1
r027,2,rep,2,C,b,B,I20,I12,0
r029,2,rep,3,C,b,B,I20,I12,0
r031,3,rep,2,C,b,B,I20,I12,0
r036,4,rep,3,C,b,X,I20,I12,1
r044,4,rep,3,C,b,B,I20,I12,1
r045,4,rep,3,C,b,B,I20,I12,0
r047,2,rep,2,C,b,X,I20,I12,1
r050,2,rep,2,C,b,B,I20,I12,0
r056,2,rep,2,C,b,B,I20,I12,0
r062,4,rep,3,C,b,B,I20,I12,1
r066,4,rep,2,C,b,X,I20,I12,1
r070,4,rep,3,C,b,B,I20,I12,1
r072,4,rep,3,C,b,B,I20,I12,1
r073,1,rep,2,C,b,A,I20,I12,1
r080,2,rep,2,C,b,B,I20,I12,0
p001,3,prolific,2,C,b,B,I20,I13,1
p006,4,prolific,3,C,b,X,I20,I13,1
p010,3,prolific,2,C,b,X,I20,I13,1
p012,2,prolific,3,C,b,A,I20,I13,0
p016,4,prolific,3,C,b,A,I20,I13,1
p025,1,prolific,2,C,b,X,I20,I13,0
p029,1,prolific,3,C,b,X,I20,I13,0
p030,3,prolific,2,C,b,X,I20,I13,0
p034,3,prolific,3,C,b,B,I20,I13,1
p036,2,prolific,2,C,b,B,I20,I13,1
p040,1,prolific,3,C,b,B,I20,I13,0
p043,3,prolific,2,C,b,B,I20,I13,0
p044,4,prolific,2,C,b,B,I20,I13,1
p048,2,prolific,3,C,b,B,I20,I13,0
p050,4,prolific,2,C,b,B,I20,I13,1
p052,3,prolific,3,C,b,B,I20,I13,0
p058,1,prolific,3,C,b,B,I20,I13,1
p059,1,prolific,3,C,b,A,I20,I13,0
p063,3,prolific,2,C,b,X,I20,I13,0
p064,2,prolific,2,C,b,B,I20,I13,0
p067,3,prolific,3,C,b,B,I20,I13,0
p076,4,prolific,2,C,b,B,I20,I13,1
p078,4,prolific,3,C,b,B,I20,I13,1
p082,1,prolific,2,C,b,B,I20,I13,0
p083,1,prolific,3,C,b,X,I20,I13,1
p084,1,prolific,2,C,b,X,I20,I13,0
p088,3,prolific,3,C,b,B,I20,I13,1
p091,3,prolific,2,C,b,B,I20,I13,0
p098,2,prolific,2,C,b,B,I20,I13,1
p099,4,prolific,3,C,b,X,I20,I13,1
p100,2,prolific,2,C,b,B,I20,I13,1
p104,2,prolific,3,C,b,B,I20,I13,0
p109,4,prolific,2,C,b,B,I20,I13,1
p111,3,prolific,2,C,b,B,I20,I13,0
p115,1,prolific,3,C,b,B,I20,I13,0
p117,1,prolific,2,C,b,X,I20,I13,0
p120,1,prolific,3,C,b,X,I20,I13,0
p124,2,prolific,3,C,b,B,I20,I13,0
p130,1,prolific,3,C,b,X,I20,I13,0
p131,3,prolific,2,C,b,X,I20,I13,1
p134,3,prolific,3,C,b,B,I20,I13,1
p137,1,prolific,2,C,b,X,I20,I13,0
p140,3,prolific,2,C,b,X,I20,I13,1
p146,2,prolific,2,C,b,B,I20,I13,0
p151,1,prolific,2,C,b,B,I20,I13,0
p153,4,prolific,3,C,b,B,I20,I13,1
p155,3,prolific,3,C,b,B,I20,I13,0
p157,2,prolific,2,C,b,B,I20,I13,1
r004,2,rep,2,C,b,B,I20,I13,0
r009,2,rep,2,C,b,B,I20,I13,1
r012,2,rep,3,C,b,B,I20,I13,0
r016,4,rep,3,C,b,X,I20,I13,0
r018,2,rep,2,C,b,B,I20,I13,0
r020,4,rep,3,C,b,B,I20,I13,1
r021,2,rep,2,C,b,B,I20,I13,0
r026,4,rep,3,C,b,X,I20,I13,1
r027,2,rep,2,C,b,B,I20,I13,0
r029,2,rep,3,C,b,B,I20,I13,0
r031,3,rep,2,C,b,B,I20,I13,0
r036,4,rep,3,C,b,X,I20,I13,1
r044,4,rep,3,C,b,B,I20,I13,1
r045,4,rep,3,C,b,B,I20,I13,1
r047,2,rep,2,C,b,X,I20,I13,1
r050,2,rep,2,C,b,B,I20,I13,0
r056,2,rep,2,C,b,B,I20,I13,0
r062,4,rep,3,C,b,B,I20,I13,1
r066,4,rep,2,C,b,X,I20,I13,1
r070,4,rep,3,C,b,B,I20,I13,1
r072,4,rep,3,C,b,B,I20,I13,1
r073,1,rep,2,C,b,A,I20,I13,1
r080,2,rep,2,C,b,B,I20,I13,0
p001,3,prolific,2,C,b,B,I20,I14,1
p006,4,prolific,3,C,b,X,I20,I14,1
p010,3,prolific,2,C,b,X,I20,I14,1
p012,2,prolific,3,C,b,A,I20,I14,0
p016,4,prolific,3,C,b,A,I20,I14,1
p025,1,prolific,2,C,b,X,I20,I14,0
p029,1,prolific,3,C,b,X,I20,I14,0
